Job Name,Salary Description,Skills,City Name,Job Degree,Job Experience,Brand name,BrandIndustry,WelfareList
plc工程师（iot开发）,13-17K,"['C#', 'PLC工程师', '工业通讯协议', '物联网协议', '上位机开发']",济南,大专,经验不限,北京角石泉源信息技术,计算机软件,[]
IOT前端工程师,13-23K·13薪,['JavaScript'],深圳,本科,3-5年,壹品慧,互联网,"['交通补助', '五险一金', '节日福利', '高温补贴', '通讯补贴', '团建聚餐', '零食下午茶', '员工旅游', '带薪年假', '年终奖', '生日福利', '定期体检']"
测试工程师_IoT穿戴（外派OPPO）,8-10K,"['手表，手环', '心率']",深圳,大专,3-5年,诚迈科技,互联网,"['交通补助', '法定节假日三薪', '定期体检', '加班补助', '节日福利', '餐补', '员工旅游', '带薪年假', '团建聚餐', '通讯补贴', '五险一金', '免费班车']"
物联网协议开发工程师,8-12K,"['Java', 'Spring', 'SpringCloud', 'MySQL', 'Redis', '物联网经验']",邯郸,本科,1-3年,智博源,大数据,"['带薪年假', '加班补助', '五险一金', '零食下午茶', '员工旅游']"
JAVA开发工程师（物联网方向）,6-10K·14薪,['JQuery'],南京,本科,1-3年,奥途,计算机服务,"['员工旅游', '餐补', '五险一金', '年终奖', '节日福利']"
嵌入式开发工程师（IOT物联网）,20-40K·13薪,"['C', 'RTOS', 'STM32开发', '计算机相关专业', '嵌入式/单片机开发经验', 'MQTT', '物联网', '视频对讲']",深圳,本科,3-5年,友博泰克,智能硬件,"['员工旅游', '带薪年假', '五险一金', '全勤奖', '企业年金', '通讯补贴', '工龄奖', '绩效奖金', '交通补助', '年终奖', '股票期权']"
iot开发工程师,10-15K·14薪,"['C++', 'C', 'Java', 'Linux开发/部署经验', '音视频经验']",深圳,本科,1-3年,酷宅科技,智能硬件,"['五险一金', '全勤奖', '绩效奖金', '带薪年假', '员工旅游', '节日福利', '团建聚餐', '股票期权', '定期体检', '零食下午茶', '年终奖']"
Java开发工程师（物联网方向）,12-16K,"['Java', 'Spring', 'MySQL', 'MongoDB', 'Redis', '不接受居家办公', 'Spring Boot', 'Flask', 'Spring MVC']",广州,本科,1-3年,凡拓数创,广告/公关/会展,"['五险一金', '零食下午茶', '带薪年假', '年终奖', '员工旅游', '节日福利', '定期体检']"
物联网开发工程师,7-10K,"['Java', 'Python', 'MySQL', '分布式系统开发经验', '中大型项目架构设计经验', '大数据处理经验', '可兼职']",太原,本科,3-5年,大禾云,通信/网络设备,[]
iot测试工程师,10-15K,"['功能测试', '自动化测试', '自动化测试经验', '嵌入式测试']",苏州,本科,3-5年,宝时得,通用设备,"['节日福利', '免费班车', '零食下午茶', '带薪年假', '年终奖', '定期体检', '补充医疗保险', '五险一金']"
物联网软件开发工程师（建筑能耗监控系统）,7-11K,"['架构师', 'Java', 'MySQL', '计算机/软件工程相关经验', 'Java开发经验', '能耗监测系统']",乌鲁木齐,大专,3-5年,德联咨询,新能源,"['五险一金', '通讯补贴', '股票期权', '交通补助', '餐补', '零食下午茶']"
物联网工程师,12-15K,"['Java', 'Spring', 'SpringCloud', 'MyBatis', 'MySQL', 'Redis', 'MongoDB', '物联网经验']",杭州,本科,3-5年,杭州华聪,计算机软件,"['五险一金', '餐补', '定期体检', '股票期权', '年终奖', '通讯补贴', '带薪年假', '交通补助']"
物联网系统平台JAVA开发工程师,8-13K,"['Java', 'Spring', 'Netty', 'Hibernate', 'MySQL', 'Redis', '不接受居家办公', '云计算经验', '物联网经验', '架构设计经验']",佛山,本科,3-5年,浩迪创新,仪器仪表/工业自动化,[]
物联网开发工程师,11-22K,"['MES开发经验', 'Java', 'Nginx', '不接受居家办公', '团队管理经验', 'MYsql', 'Redis', '软件工程师', 'WEB开发', 'Docker', 'Netty', '架构设计经验', 'Python']",南京,本科,1-3年,鼎高数字,电力/热力/燃气/水利,"['团建聚餐', '绩效奖金', '年终奖', '带薪年假', '五险一金']"
iot开发工程师,20-40K·16薪,"['Jenkins', 'Linux', '分布式技术', 'Netty', '后端工程师', '容器技术', 'Spring', '网络编程', 'iot']",嘉兴,本科,3-5年,盛景智能科技,智能硬件,"['年终奖', '餐补', '高温补贴', '生日福利', '五险一金', '股票期权', '节日福利', '宿舍有空调', '免费班车', '免费工装', '定期体检']"
IOT数据采集工程师,10-15K·13薪,"['Python', 'Java']",宁波,本科,3-5年,兴远仪表,仪器仪表/工业自动化,"['包住', '五险一金', '全勤奖', '包吃', '节日福利', '加班补助', '定期体检', '员工旅游', '年终奖', '宿舍有空调']"
物联网开发工程师（Netty方向）,15-25K,"['Java', 'Netty', 'MySQL', 'TCP', 'Socket']",苏州,大专,3-5年,恒琪信息,互联网,"['零食下午茶', '定期体检', '交通补助', '带薪病假', '员工旅游', '节日福利', '补充医疗保险', '带薪年假', '五险一金', '年终奖']"
物联网开发工程师,10-13K,"['Java', 'C', 'Python', 'Spring', 'SpringCloud', 'Kafka', 'MySQL', 'Redis', 'MongoDB', '架构设计经验', '微服务经验', '物联网经验']",兰州,本科,3-5年,屹建科技,计算机软件,"['五险一金', '带薪年假', '通讯补贴']"
物联网工程师,8-13K,"['微服务架构', '中级软件工程师', '后端开发']",西安,大专,3-5年,盛元广通科技,互联网,"['带薪年假', '全勤奖', '加班补助', '年终奖', '五险一金']"
物联网协议开发工程师,8-13K,['物联网中台'],杭州,本科,1-3年,圣博创新,计算机软件,"['交通补助', '加班补助', '餐补', '高温补贴', '有无线网', '通讯补贴', '全勤奖', '工龄奖', '绩效奖金', '节日福利', '五险一金']"
iot物联网专家,20-40K·14薪,"['Java', 'SpringCloud', 'Hadoop']",青岛,本科,10年以上,惠农云,互联网,[]
JAVA开发工程师（工业物联网方向）,10-15K,"['微服务架构', '容器技术', 'Socket技术', '网络协议', '网络编程', '多线程', 'Linux', 'Spring']",呼和浩特,本科,3-5年,飞狮数智,移动互联网,"['双休', '五险', '加班补助', '节日福利']"
IOT  Sales Manager/工业物联网销售经理,15-30K,"['企业（To B）', '对企业/机构（To B）销售经验', '其他行业', '其他产品/服务']",上海,本科,5-10年,ExcelMarco,仪器仪表/工业自动化,"['团建聚餐', '夜班补助', '带薪年假', '生日福利', '加班补助', '定期体检', '补充医疗保险', '意外险', '节日福利', '五险一金', '年终奖']"
Java后端开发（物联网方向）,18-28K·13薪,"['Java', 'Spring', 'Python']",深圳,本科,3-5年,疆海科技,电子/半导体/集成电路,"['定期体检', '年终奖', '意外险', '生日福利', '团建聚餐', '定期体检', '股票期权', '员工旅游', '餐补', '五险一金', '带薪年假', '交通补助', '节日福利', '零食下午茶', '加班补助']"
物联网开发工程师,18-35K·14薪,"['Java', '中大型项目架构设计经验', 'BI', '架构师', 'SpringMVC', 'Spring', '后端工程师', '网络协议', '计算机/软件工程相关经验', 'Java开发经验', '负载均衡技术', '多线程', '物联网']",苏州,本科,5-10年,苏州苏高新数科,计算机软件,"['五险一金', '带薪年假', '节日福利', '交通补助', '餐补', '补充医疗保险', '生日福利', '零食下午茶', '年终奖', '定期体检', '团建聚餐', '员工旅游']"
物联网平台开发工程师,8-13K,"['Java', 'C', 'C++', 'Spring', 'Kafka', 'Tomcat', 'MySQL', 'Redis', 'Oracle', '不接受居家办公', 'MES开发经验', 'ERP开发经验', '团队管理经验']",钦州,大专,3-5年,见炬科技,半导体/芯片,"['住房补贴', '交通补助', '加班补助', '零食下午茶', '股票期权', '员工旅游', '带薪年假', '餐补', '通讯补贴', '补充医疗保险', '节日福利', '五险一金', '年终奖']"
测试与售后工程师（工业物联网产品）,5-7K·13薪,"['功能测试', 'Jira', '计算机相关专业', '通信相关专业', 'modbus', 'plc']",南京,本科,1-3年,合沃物联,通信/网络设备,"['带薪年假', '零食下午茶', '定期体检', '股票期权', '员工旅游', '五险一金']"
物联网开发工程师,8-13K,"['C++', 'Java', 'Dubbo', 'SpringCloud', 'Spring', 'Hadoop', '不接受居家办公', '物联网经验']",深圳,本科,经验不限,深圳市灏志科技,电子/半导体/集成电路,"['股票期权', '宿舍有空调', '带薪年假', '有无线网', '五险一金', '零食下午茶', '员工旅游', '绩效奖金', '包住']"
支某宝IOT刷脸推广经理,3-8K,"['销售工作经验', '销售岗', '商务谈判能力', '客户开发', '可接受外勤和出差', '互联网/科技', '地推经验', '全职', '生活服务/O2O']",开封,大专,经验不限,汇晟云众,广告营销,"['全勤奖', '团建聚餐', '有无线网', '员工旅游', '工龄奖', '底薪加提成']"
全栈工程师（物联网方向）,10-15K·13薪,"['Vue', 'Java', 'Node.js', '全栈项目经验']",中山,大专,3-5年,天启科技,智能硬件,"['补充医疗保险', '宿舍有空调', '节日福利', '零食下午茶', '全勤奖', '带薪年假', '员工旅游', '团建聚餐', '意外险', '股票期权', '年终奖', '生日福利', '免费工装', '包吃', '五险一金', '定期体检', '工龄奖', '绩效奖金']"
物联网开发工程师,10-15K,"['C/C++', 'Java', '物联网', '数字工厂', 'MQTT']",南京,本科,经验不限,万物智汇,企业服务,"['员工旅游', '五险一金', '股票期权', '带薪年假', '节日福利', '年终奖', '团建聚餐', '定期体检', '零食下午茶']"
物联网开发工程师,9-14K·14薪,"['SCADA', '设备联网', '数据采集']",南京,本科,经验不限,鼎华智能,计算机软件,"['年终奖', '餐补', '节日福利', '股票期权', '五险一金', '带薪年假', '定期体检', '员工旅游', '零食下午茶', '全勤奖', '通讯补贴']"
IOT工程师,6-8K,"['PLC工程师', '电气工程师', 'IOT', '电气', 'PLC']",无锡,大专,1-3年,梅杰科技,大数据,"['全勤奖', '五险一金', '带薪年假', '年终奖']"
物联网工程师,7-12K,"['Java', '计算机/软件工程相关经验', 'Java开发经验']",临沂,本科,3-5年,云是智能,计算机软件,"['节日福利', '员工旅游', '加班补助', '带薪年假', '全勤奖', '零食下午茶', '五险一金']"
物联网工程师,10-15K,"['Java', 'C++', 'Python', 'Spring', 'SpringCloud', 'MyBatis', 'MySQL', 'PostgreSQL', 'Oracle', '架构设计经验', '物联网经验', '微服务经验', '不接受居家办公']",南京,学历不限,经验不限,江苏中恒智联科技,智能硬件,['五险一金']
物联网专业实战老师,6-8K,"['C++', 'Python', 'ARM开发', '计算机相关专业', '嵌入式软件开发', '单片机设计经验']",淮安,本科,3-5年,中青润心科技,学校/学历教育,[]
实施工程师（IOT方向）,8-13K·14薪,"['软件实施经验', 'PMP', 'SAP', 'PLC', 'MES', '计算机相关专业', 'TMS', 'PMI-ACP', 'WMS', 'CSM/PSM', '可适应出差', 'IOT']",芜湖,大专,1-3年,海行云,互联网,"['团建聚餐', '带薪年假', '定期体检', '意外险', '五险一金', '交通补助', '补充医疗保险', '股票期权', '年终奖', '绩效奖金', '员工旅游', '法定节假日三薪', '高温补贴', '节日福利', '餐补', '通讯补贴', '生日福利']"
IOT运维工程师,9-12K,"['iot', '技术支持']",南京,本科,3-5年,得逸信息,计算机软件,"['零食下午茶', '五险一金', '定期体检', '通讯补贴', '节日福利', '带薪年假', '员工旅游']"
物联网软件测试,11-15K,['嵌入式测试'],福州,本科,3-5年,富延升电子,仪器仪表/工业自动化,"['团建聚餐', '工龄奖', '零食下午茶', '加班补助', '五险一金', '全勤奖', '包住', '定期体检', '意外险', '带薪年假', '年终奖', '宿舍有空调', '股票期权', '通讯补贴', '底薪加提成', '免费工装', '节日福利', '包吃']"
IoT设备开发工程师,20-30K,"['C++', 'MySQL', 'QT', 'Linux开发/部署经验', '智能开发']",南京,本科,1-3年,某大型计算机软件公司,计算机软件,"['定期体检', '员工旅游', '带薪年假', '加班补助', '年终奖', '五险一金', '餐补', '补充医疗保险', '节日福利']"
react物联网开发工程师,7-12K,['Node.js'],广州,大专,3-5年,爱宝办公,电子商务,"['节日福利', '包住', '包吃', '全勤奖', '年终奖']"
物联网软件工程师,8-10K,"['Java开发经验', '全栈工程师', 'Java', 'C/C++', '计算机/软件工程相关经验', 'Python']",东营,本科,1-3年,山东胜软,计算机软件,"['补充医疗保险', '带薪年假', '节日福利', '免费班车', '加班补助', '定期体检', '员工旅游', '餐补', '年终奖', '五险一金', '通讯补贴', '股票期权', '零食下午茶', '交通补助', '全勤奖']"
物联网开发工程师,10-15K,"['MQTT', 'Socket技术', '物联网开发', 'KAFKA', 'NETTY', '网络协议', 'IOT']",柳州,本科,1-3年,柳工机械,电气机械/器材,"['年终奖', '定期体检', '五险一金', '免费班车', '餐补', '股票期权']"
Java工程师（物联网方向）,5-10K,"['不接受居家办公', 'Java', 'C', 'Python', 'Spring', 'SpringCloud', 'MyBatis', 'MySQL', 'Redis', '架构设计经验', '分布式经验', '物联网经验']",昆明,本科,1-3年,云南致尚科技有限公司,电子商务,"['定期体检', '五险一金']"
IOT工程师,10-15K,"['IOT工程师', '物联网工程师', '数据采集']",佛山,大专,5-10年,IFC-数智云科,计算机软件,"['团建活动', '底薪加提成', '培训', '生日福利', '五险', '免费工作服', '保底工资', '团建聚餐', '交通补助', '有无线网', '至亲节日礼品', '节假日加班费', '节日礼品', '绩效奖金', '节日福利', '企业年金', '年终奖']"
物联网工程师,12-24K,"['C#', '物联网经验', 'Java', '团队管理经验', 'C++', '计算机软件', '软件工程师', 'SQL Server', '移动端', 'MySQL', '人工智能', '架构设计经验', '物联网', 'Oracle', 'PC端', '管理系统']",湖州,本科,5-10年,浙江智谱,其他专业服务,"['保底工资', '高温补贴', '定期体检', '工龄奖', '包住', '意外险', '绩效奖金', '全勤奖', '年终奖', '五险一金', '带薪年假', '节日福利', '交通补助']"
物联网平台开发工程师,5-8K,"['不接受居家办公', 'Java', 'Spring', 'SpringCloud', 'MySQL', 'Redis', 'Oracle', '团队管理经验', '物联网经验']",临汾,本科,3-5年,临汾三剑客网络,电子商务,"['全勤奖', '员工旅游', '交通补助', '年终奖', '五险一金', '带薪年假', '股票期权', '加班补助', '通讯补贴']"
物联网开发工程师,8-12K,"['高级软件工程师', 'Linux', 'Windows', 'PostgreSQL', 'Maven', 'Eclipse']",抚顺,本科,3-5年,辽宁博泽,计算机软件,['五险一金']
IOT物联网工程师,13-18K,"['物联网', 'IOT', 'MQTT']",长沙,本科,3-5年,翼任,计算机软件,"['生日福利', '包吃', '团建聚餐', '节日福利', '有无线网', '员工旅游', '带薪年假', '五险一金', '免费工装', '包住', '宿舍有空调']"
物联网后端工程师,100-150元/天,"['不接受居家办公', 'Java', 'Spring', 'Tomcat', 'Nginx', 'MySQL', 'Redis', 'MongoDB', '物联网经验']",西安,本科,1-3年,中煤地下空间,工程施工,"['五险一金', '餐补', '节日福利', '带薪年假', '通讯补贴', '定期体检', '年终奖', '交通补助']"
iot测试工程师,9-10K,"['计算机相关专业', '软件实施经验', 'iot']",深圳,大专,3-5年,中软国际,计算机软件,"['五险一金', '员工旅游', '节日福利', '加班补助', '年终奖', '免费班车', '零食下午茶', '餐补', '带薪年假', '定期体检']"
物联网开发工程师,6-7K,"['全栈工程师', 'Java', 'Python', '计算机/软件工程相关经验', '不接受居家办公']",烟台,本科,1-3年,山东驰宇消防,工程施工,['五险一金']
golang物联网工程师,5-8K,"['Golang', 'Golang服务端开发经验', '中大型项目开发经验', '计算机相关专业']",长沙,本科,1-3年,湖南特科,计算机软件,"['下午茶', '下午茶', '五险一金', '员工旅游', '团建聚餐', '绩效奖金']"
物联网开发工程师,5-6K,"['云计算', '网络安全', '物联网', 'Java', '车联网']",南阳,大专,1-3年,云上质安,计算机软件,"['五险一金', '持证补助', '通讯补贴', '带薪年假', '餐补', '年终奖', '节日福利', '定期体检']"
物联网技术工程师,7-8K,"['C#', '嵌入式', '单片机']",武汉,大专,1-3年,武汉唯众智创科技,计算机服务,"['五险一金', '全勤奖', '年终奖', '员工旅游', '节日福利', '专业培训']"
IOT数据采集工程师,7-12K,['IOT数据采集'],烟台,大专,3-5年,研讯智能,计算机服务,"['住房补贴', '五险一金', '项目奖金', '零食下午茶', '交通补助', '包吃', '餐补', '节日福利']"
物联网开发工程师,1800-3500元/周,"['Java', 'Spring', 'MySQL', 'SQL Server', '物联网经验']",成都,本科,1-3年,四川远宁亿兴信息科技,交通/运输,"['绩效奖金', '五险一金']"
FAE软件测试工程师（手机/物联网产品）,7-8K,"['通讯模块', '物联网loT', '手机测试']",上海,本科,经验不限,江苏久智,计算机服务,"['加班补助', '带薪年假', '餐补', '包吃', '五险一金']"
iot验证工程师,10-15K,['自动化测试'],佛山,大专,1-3年,新宝股份,家具/家电/家居,"['年终奖', '绩效奖金', '交通补助', '员工旅游', '五险', '全勤奖', '补充医疗保险', '工龄奖', '宿舍有空调', '零食下午茶', '定期体检', '免费班车', '包住', '包吃', '餐补', '法定节假日三薪', '股票期权', '节日福利']"
java物联网开发工程师,5-8K,"['Java', 'SpringCloud', 'Netty', 'MyBatis', 'MySQL', 'Redis', '不接受居家办公', '物联网经验', 'MES开发经验']",昆明,大专,1-3年,十进制,计算机软件,[]
物联网后端开发工程师,6-10K,"['Java', 'SpringCloud', 'PostgreSQL', '不接受居家办公', '大数据经验', '物联网经验']",太原,本科,3-5年,微农天下科技有限公司,物联网,['加班补助']
